country,animal,element,year,value
Italy,Sheep,Import Quantity,1973,1452255
Italy,Sheep,Import Quantity,1974,1160070
Italy,Sheep,Import Quantity,1975,1315302
Italy,Sheep,Import Quantity,1976,1007394
Italy,Sheep,Import Quantity,1979,1142853
Italy,Sheep,Import Quantity,1980,1244334
Italy,Sheep,Import Quantity,1981,1036188
Italy,Sheep,Import Quantity,1982,1164974
Italy,Sheep,Import Quantity,1983,1389491
Italy,Sheep,Import Quantity,1984,1421211
Italy,Sheep,Import Quantity,1985,1798008
Italy,Sheep,Import Quantity,1986,1576809
Italy,Sheep,Import Quantity,1987,1871425
Italy,Sheep,Import Quantity,1988,1627541
Italy,Sheep,Import Quantity,1989,2056660
Italy,Sheep,Import Quantity,1990,2371881
Italy,Sheep,Import Quantity,1991,2531619
Italy,Sheep,Import Quantity,1992,2526105
Italy,Sheep,Import Quantity,1993,1900721
Italy,Sheep,Import Quantity,1994,2151064
Italy,Sheep,Import Quantity,1995,1831953
Italy,Sheep,Import Quantity,1996,2025976
Italy,Sheep,Import Quantity,1997,1841146
Italy,Sheep,Import Quantity,1998,1863283
Italy,Sheep,Import Quantity,1999,1909607
Italy,Sheep,Import Quantity,2000,1773414
Italy,Sheep,Import Quantity,2001,1561933
Italy,Sheep,Import Quantity,2002,1702099
Italy,Sheep,Import Quantity,2003,1807480
Italy,Sheep,Import Quantity,2004,1715426
Italy,Sheep,Import Quantity,2005,1807568
Italy,Sheep,Import Quantity,2006,1690704
Italy,Sheep,Import Quantity,2007,1688888
Italy,Sheep,Import Quantity,2008,1461646
Italy,Sheep,Import Quantity,2009,1501456
Italy,Sheep,Import Quantity,2010,1619278
Italy,Sheep,Import Quantity,2011,1346178
Italy,Sheep,Import Quantity,2012,1193682
Italy,Sheep,Import Quantity,2013,1073517
Kuwait,Sheep,Import Quantity,1979,1425756
Kuwait,Sheep,Import Quantity,1980,1475421
Kuwait,Sheep,Import Quantity,1981,1517920
Kuwait,Sheep,Import Quantity,1982,2011729
Kuwait,Sheep,Import Quantity,1983,2259721
Kuwait,Sheep,Import Quantity,1984,2752787
Kuwait,Sheep,Import Quantity,1985,2000000
Kuwait,Sheep,Import Quantity,1986,2412062
Kuwait,Sheep,Import Quantity,1987,2200000
Kuwait,Sheep,Import Quantity,1988,2532058
Kuwait,Sheep,Import Quantity,1989,2237957
Kuwait,Sheep,Import Quantity,1990,1213360
Kuwait,Sheep,Import Quantity,1992,1952730
Kuwait,Sheep,Import Quantity,1993,2149672
Kuwait,Sheep,Import Quantity,1994,2498924
Kuwait,Sheep,Import Quantity,1995,1941127
Kuwait,Sheep,Import Quantity,1996,2225993
Kuwait,Sheep,Import Quantity,1997,1887872
Kuwait,Sheep,Import Quantity,1998,1878057
Kuwait,Sheep,Import Quantity,1999,1856495
Kuwait,Sheep,Import Quantity,2000,1771604
Kuwait,Sheep,Import Quantity,2001,1625995
Kuwait,Sheep,Import Quantity,2002,1910000
Kuwait,Sheep,Import Quantity,2003,2150000
Kuwait,Sheep,Import Quantity,2004,2230000
Kuwait,Sheep,Import Quantity,2005,2500000
Kuwait,Sheep,Import Quantity,2006,2200000
Kuwait,Sheep,Import Quantity,2007,2000000
Kuwait,Sheep,Import Quantity,2008,2175000
Kuwait,Sheep,Import Quantity,2009,1700000
Kuwait,Sheep,Import Quantity,2010,1900000
Kuwait,Sheep,Import Quantity,2013,1400100
Libya,Sheep,Import Quantity,1977,1257613
Libya,Sheep,Import Quantity,1978,1907318
Libya,Sheep,Import Quantity,1979,1797906
Libya,Sheep,Import Quantity,1980,1940905
Libya,Sheep,Import Quantity,1981,2502943
Libya,Sheep,Import Quantity,1982,1952335
Libya,Sheep,Import Quantity,1983,2279982
Libya,Sheep,Import Quantity,1984,2293438
Libya,Sheep,Import Quantity,1985,1200000
Libya,Sheep,Import Quantity,1987,1130846
Libya,Sheep,Import Quantity,1988,1351539
Libya,Sheep,Import Quantity,2013,1276096
Malaysia,Pigs,Export Quantity,1992,1060677
Malaysia,Pigs,Export Quantity,1993,1115317
Malaysia,Pigs,Export Quantity,1994,1175161
Malaysia,Pigs,Export Quantity,1995,1243193
Malaysia,Pigs,Export Quantity,1996,1135607
Malaysia,Pigs,Export Quantity,1997,1046000
Malaysia,Pigs,Export Quantity,1998,1063760
Mexico,Cattle,Export Quantity,1987,1022322
Mexico,Cattle,Export Quantity,1990,1351106
Mexico,Cattle,Export Quantity,1991,1181290
Mexico,Cattle,Export Quantity,1992,1120000
Mexico,Cattle,Export Quantity,1993,1383237
Mexico,Cattle,Export Quantity,1994,1094508
Mexico,Cattle,Export Quantity,1995,1658153
Mexico,Cattle,Export Quantity,2000,1223898
Mexico,Cattle,Export Quantity,2001,1141662
Mexico,Cattle,Export Quantity,2003,1239897
Mexico,Cattle,Export Quantity,2004,1374814
Mexico,Cattle,Export Quantity,2005,1258785
Mexico,Cattle,Export Quantity,2006,1570673
Mexico,Cattle,Export Quantity,2007,1089285
Mexico,Cattle,Export Quantity,2010,1261315
Mexico,Cattle,Export Quantity,2011,1898833
Mexico,Cattle,Export Quantity,2012,1538602
Mexico,Cattle,Export Quantity,2013,1045179
Mongolia,Sheep,Export Quantity,1961,1656200
Mongolia,Sheep,Export Quantity,1962,1376400
Mongolia,Sheep,Export Quantity,1963,1246000
Mongolia,Sheep,Export Quantity,1964,1133800
Mongolia,Sheep,Export Quantity,1965,1403800
Mongolia,Sheep,Export Quantity,1966,1917100
Mongolia,Sheep,Export Quantity,1967,1617400
Mongolia,Sheep,Export Quantity,1968,1088100
Mongolia,Sheep,Export Quantity,1971,1017400
Mongolia,Sheep,Export Quantity,1972,1165000
Mongolia,Sheep,Export Quantity,1973,1198300
Mongolia,Sheep,Export Quantity,1974,1209000
Mongolia,Sheep,Export Quantity,1975,1010000
Namibia,Sheep,Export Quantity,1992,1045809
Namibia,Sheep,Export Quantity,1995,1008662
Namibia,Sheep,Export Quantity,1998,1086320
Netherlands,Pigs,Import Quantity,2007,1041641
Netherlands,Pigs,Import Quantity,2008,1135530
Netherlands,Pigs,Import Quantity,2009,1153646
Netherlands,Pigs,Import Quantity,2010,1159862
Netherlands,Pigs,Import Quantity,2011,1136975
Netherlands,Pigs,Export Quantity,1975,1076806
Netherlands,Pigs,Export Quantity,1977,1271676
Netherlands,Pigs,Export Quantity,1978,1654690
Netherlands,Pigs,Export Quantity,1979,2270358
Netherlands,Pigs,Export Quantity,1980,2745816
Netherlands,Pigs,Export Quantity,1981,2593589
Netherlands,Pigs,Export Quantity,1982,2552304
Netherlands,Pigs,Export Quantity,1983,2551166
Netherlands,Pigs,Export Quantity,1984,2623566
Netherlands,Pigs,Export Quantity,1985,3014426
Netherlands,Pigs,Export Quantity,1986,3538255
Netherlands,Pigs,Export Quantity,1987,3994432
Netherlands,Pigs,Export Quantity,1988,4181405
Netherlands,Pigs,Export Quantity,1989,4195987
Netherlands,Pigs,Export Quantity,1990,4439128
Netherlands,Pigs,Export Quantity,1991,3726138
Netherlands,Pigs,Export Quantity,1992,5361090
Netherlands,Pigs,Export Quantity,1993,4427861
Netherlands,Pigs,Export Quantity,1994,5402825
Netherlands,Pigs,Export Quantity,1995,4936099
Netherlands,Pigs,Export Quantity,1996,5762748
Netherlands,Pigs,Export Quantity,1997,1583812
Netherlands,Pigs,Export Quantity,1998,1502570
Netherlands,Pigs,Export Quantity,1999,3436246
Netherlands,Pigs,Export Quantity,2000,2863424
Netherlands,Pigs,Export Quantity,2001,3052002
Netherlands,Pigs,Export Quantity,2002,2843795
Netherlands,Pigs,Export Quantity,2003,5077523
Netherlands,Pigs,Export Quantity,2004,4821845
Netherlands,Pigs,Export Quantity,2005,5354638
Netherlands,Pigs,Export Quantity,2006,6602923
Netherlands,Pigs,Export Quantity,2007,7766913
Netherlands,Pigs,Export Quantity,2008,8874301
Netherlands,Pigs,Export Quantity,2009,10424570
Netherlands,Pigs,Export Quantity,2010,11371905
Netherlands,Pigs,Export Quantity,2011,9832095
Netherlands,Pigs,Export Quantity,2012,9612356
Netherlands,Pigs,Export Quantity,2013,10935783
New Zealand,Sheep,Export Quantity,1989,1008805
New Zealand,Sheep,Export Quantity,1991,1698037
New Zealand,Sheep,Export Quantity,1992,1509401
New Zealand,Sheep,Export Quantity,1993,1253103
Poland,Pigs,Import Quantity,2008,1040696
Poland,Pigs,Import Quantity,2009,1997670
Poland,Pigs,Import Quantity,2010,2003636
Poland,Pigs,Import Quantity,2011,2632996
Poland,Pigs,Import Quantity,2012,3824308
Poland,Pigs,Import Quantity,2013,5126292
Poland,Sheep,Export Quantity,1991,1339328
Portugal,Pigs,Import Quantity,2006,1064322
Portugal,Pigs,Import Quantity,2007,1020488
Portugal,Pigs,Import Quantity,2008,1008573
Portugal,Pigs,Import Quantity,2009,1123837
Portugal,Pigs,Import Quantity,2010,1179543
Portugal,Pigs,Import Quantity,2011,1282784
Portugal,Pigs,Import Quantity,2012,1289732
Portugal,Pigs,Import Quantity,2013,1333585
Qatar,Sheep,Import Quantity,1986,1128449
Romania,Pigs,Import Quantity,2009,1074678
Romania,Pigs,Import Quantity,2013,1088627
Romania,Sheep,Export Quantity,1972,1090100
Romania,Sheep,Export Quantity,1973,1248552
Romania,Sheep,Export Quantity,1974,1294500
Romania,Sheep,Export Quantity,1975,1370624
Romania,Sheep,Export Quantity,1976,1208500
Romania,Sheep,Export Quantity,1977,1573200
Romania,Sheep,Export Quantity,1978,1545900
Romania,Sheep,Export Quantity,1979,1378200
Romania,Sheep,Export Quantity,1980,1173500
Romania,Sheep,Export Quantity,1992,1187190
Romania,Sheep,Export Quantity,1993,1078183
Romania,Sheep,Export Quantity,1994,1497816
Romania,Sheep,Export Quantity,1995,1367969
Romania,Sheep,Export Quantity,1996,1286388
Romania,Sheep,Export Quantity,1997,1260129
Romania,Sheep,Export Quantity,1998,1127998
Romania,Sheep,Export Quantity,1999,1220000
Romania,Sheep,Export Quantity,2000,1160120
Romania,Sheep,Export Quantity,2001,1768650
Romania,Sheep,Export Quantity,2002,1484280
Romania,Sheep,Export Quantity,2003,1863788
Romania,Sheep,Export Quantity,2004,2008818
Romania,Sheep,Export Quantity,2005,1564625
Romania,Sheep,Export Quantity,2006,1519181
Romania,Sheep,Export Quantity,2007,1667318
Romania,Sheep,Export Quantity,2008,1525849
Romania,Sheep,Export Quantity,2009,1590511
Romania,Sheep,Export Quantity,2010,1592399
Romania,Sheep,Export Quantity,2011,1791595
Romania,Sheep,Export Quantity,2012,1800795
Romania,Sheep,Export Quantity,2013,1942683
Russian Federation,Pigs,Import Quantity,2009,1212348
Saudi Arabia,Sheep,Import Quantity,1968,1905847
Saudi Arabia,Sheep,Import Quantity,1972,1449179
Saudi Arabia,Sheep,Import Quantity,1974,1036998
Saudi Arabia,Sheep,Import Quantity,1977,1320000
Saudi Arabia,Sheep,Import Quantity,1978,2170000
Saudi Arabia,Sheep,Import Quantity,1979,3332576
Saudi Arabia,Sheep,Import Quantity,1980,4162011
Saudi Arabia,Sheep,Import Quantity,1981,5946257
Saudi Arabia,Sheep,Import Quantity,1982,5970286
Saudi Arabia,Sheep,Import Quantity,1983,6065545
Saudi Arabia,Sheep,Import Quantity,1984,6260499
Saudi Arabia,Sheep,Import Quantity,1985,6238660
Saudi Arabia,Sheep,Import Quantity,1986,6290292
Saudi Arabia,Sheep,Import Quantity,1987,6749125
Saudi Arabia,Sheep,Import Quantity,1988,6042298
Saudi Arabia,Sheep,Import Quantity,1989,4930700
Saudi Arabia,Sheep,Import Quantity,1990,4775442
Saudi Arabia,Sheep,Import Quantity,1991,4618516
Saudi Arabia,Sheep,Import Quantity,1992,4548920
Saudi Arabia,Sheep,Import Quantity,1993,6579260
Saudi Arabia,Sheep,Import Quantity,1994,4947220
Saudi Arabia,Sheep,Import Quantity,1995,4869213
Saudi Arabia,Sheep,Import Quantity,1996,5004791
Saudi Arabia,Sheep,Import Quantity,1997,4117784
Saudi Arabia,Sheep,Import Quantity,1998,3386317
Saudi Arabia,Sheep,Import Quantity,1999,4160310
Saudi Arabia,Sheep,Import Quantity,2000,4170944
Saudi Arabia,Sheep,Import Quantity,2001,2389253
Saudi Arabia,Sheep,Import Quantity,2002,5342806
Saudi Arabia,Sheep,Import Quantity,2003,4333486
Saudi Arabia,Sheep,Import Quantity,2004,4482368
Saudi Arabia,Sheep,Import Quantity,2005,6042607
Saudi Arabia,Sheep,Import Quantity,2006,5179286
Saudi Arabia,Sheep,Import Quantity,2007,4910578
Saudi Arabia,Sheep,Import Quantity,2008,3822128
Saudi Arabia,Sheep,Import Quantity,2009,3867182
Saudi Arabia,Sheep,Import Quantity,2010,3780576
Saudi Arabia,Sheep,Import Quantity,2011,4714975
Saudi Arabia,Sheep,Import Quantity,2012,5874385
Saudi Arabia,Sheep,Import Quantity,2013,5977202
Singapore,Pigs,Import Quantity,1993,1037579
Singapore,Pigs,Import Quantity,1994,1153158
Singapore,Pigs,Import Quantity,1995,1145696
Singapore,Pigs,Import Quantity,1996,1113648
Singapore,Pigs,Import Quantity,1997,1046648
Singapore,Pigs,Import Quantity,1998,1018652
Somalia,Sheep,Export Quantity,1993,1200000
Somalia,Sheep,Export Quantity,1994,1066656
Somalia,Sheep,Export Quantity,1995,1270000
Somalia,Sheep,Export Quantity,1996,1330000
Somalia,Sheep,Export Quantity,1997,1640000
Somalia,Sheep,Export Quantity,1998,1171106
Somalia,Sheep,Export Quantity,1999,2271505
Somalia,Sheep,Export Quantity,2000,1500000
Somalia,Sheep,Export Quantity,2002,1459545
Somalia,Sheep,Export Quantity,2003,1632135
Somalia,Sheep,Export Quantity,2004,1182955
Somalia,Sheep,Export Quantity,2005,1408489
Somalia,Sheep,Export Quantity,2006,1458417
Somalia,Sheep,Export Quantity,2007,1260337
Somalia,Sheep,Export Quantity,2008,1506754
Somalia,Sheep,Export Quantity,2009,1763600
Somalia,Sheep,Export Quantity,2010,1800000
Somalia,Sheep,Export Quantity,2011,2007934
Somalia,Sheep,Export Quantity,2012,2182563
Somalia,Sheep,Export Quantity,2013,2193164
South Africa,Sheep,Import Quantity,1992,1045809
South Africa,Sheep,Import Quantity,1995,1008660
South Africa,Sheep,Import Quantity,1998,1370570
Spain,Pigs,Import Quantity,1986,1156183
Spain,Pigs,Import Quantity,1987,1009355
Spain,Pigs,Import Quantity,1990,1058553
Spain,Pigs,Import Quantity,1993,1390225
Spain,Pigs,Import Quantity,1994,1487724
Spain,Pigs,Import Quantity,1995,1633872
Spain,Pigs,Import Quantity,1996,1726632
Spain,Pigs,Import Quantity,1998,1110999
Spain,Pigs,Import Quantity,1999,1288940
Spain,Pigs,Import Quantity,2000,1266173
Spain,Pigs,Import Quantity,2002,1477137
Spain,Pigs,Import Quantity,2003,1270368
Spain,Pigs,Import Quantity,2004,1092199
Spain,Pigs,Import Quantity,2006,1426959
Spain,Pigs,Import Quantity,2007,1983824
Spain,Pigs,Export Quantity,2000,1235871
Spain,Pigs,Export Quantity,2001,1020237
Spain,Pigs,Export Quantity,2002,1134194
Spain,Pigs,Export Quantity,2003,1129274
Spain,Pigs,Export Quantity,2004,1453668
Spain,Pigs,Export Quantity,2005,1458769
Spain,Pigs,Export Quantity,2006,1307096
Spain,Pigs,Export Quantity,2007,1782536
Spain,Pigs,Export Quantity,2008,1466401
Spain,Pigs,Export Quantity,2009,1955772
Spain,Pigs,Export Quantity,2010,2020115
Spain,Pigs,Export Quantity,2011,1678904
Spain,Pigs,Export Quantity,2012,1517627
Spain,Pigs,Export Quantity,2013,1417810
Spain,Sheep,Import Quantity,1990,1221119
Spain,Sheep,Import Quantity,1991,1323219
Spain,Sheep,Import Quantity,1992,1314500
Sudan,Sheep,Export Quantity,2012,3494340
Sudan,Sheep,Export Quantity,2013,3706797
Sudan (former),Sheep,Export Quantity,1994,1035000
Sudan (former),Sheep,Export Quantity,1996,1187753
Sudan (former),Sheep,Export Quantity,1997,1050367
Sudan (former),Sheep,Export Quantity,1998,1181846
Sudan (former),Sheep,Export Quantity,1999,1388170
Sudan (former),Sheep,Export Quantity,2002,1576931
Sudan (former),Sheep,Export Quantity,2003,1351685
Sudan (former),Sheep,Export Quantity,2004,1480116
Sudan (former),Sheep,Export Quantity,2005,1147028
Sudan (former),Sheep,Export Quantity,2006,1040754
Sudan (former),Sheep,Export Quantity,2009,1220055
Sudan (former),Sheep,Export Quantity,2010,1699155
Sudan (former),Sheep,Export Quantity,2011,2566266
Syrian Arab Republic,Sheep,Import Quantity,1991,1114000
Syrian Arab Republic,Sheep,Import Quantity,1992,1801847
Syrian Arab Republic,Sheep,Import Quantity,1993,2350568
Syrian Arab Republic,Sheep,Import Quantity,1994,1949749
Syrian Arab Republic,Sheep,Import Quantity,1995,1087496
Syrian Arab Republic,Sheep,Import Quantity,1996,1215000
Syrian Arab Republic,Sheep,Export Quantity,1991,1190004
Syrian Arab Republic,Sheep,Export Quantity,1992,1163825
Syrian Arab Republic,Sheep,Export Quantity,1993,1045044
Syrian Arab Republic,Sheep,Export Quantity,2002,2417933
Syrian Arab Republic,Sheep,Export Quantity,2003,1699952
Syrian Arab Republic,Sheep,Export Quantity,2004,2132939
Syrian Arab Republic,Sheep,Export Quantity,2005,1700000
Syrian Arab Republic,Sheep,Export Quantity,2006,1891926
Syrian Arab Republic,Sheep,Export Quantity,2007,1942305
Syrian Arab Republic,Sheep,Export Quantity,2008,1815565
Turkey,Sheep,Import Quantity,2011,1447496
Turkey,Sheep,Export Quantity,1981,1608592
Turkey,Sheep,Export Quantity,1982,2008834
Turkey,Sheep,Export Quantity,1983,2070316
Turkey,Sheep,Export Quantity,1984,2117614
Turkey,Sheep,Export Quantity,1985,1772296
Turkey,Sheep,Export Quantity,1986,2583224
Turkey,Sheep,Export Quantity,1987,2644010
Turkey,Sheep,Export Quantity,1988,2945477
Turkey,Sheep,Export Quantity,1989,2891687
Turkey,Sheep,Export Quantity,1990,2276061
Turkey,Sheep,Export Quantity,1991,1901234
Turkey,Sheep,Export Quantity,1993,1201271
Turkey,Sheep,Export Quantity,1994,1659933
United Arab Emirates,Sheep,Import Quantity,1987,1150000
United Arab Emirates,Sheep,Import Quantity,1988,1220000
United Arab Emirates,Sheep,Import Quantity,1990,1100000
United Arab Emirates,Sheep,Import Quantity,1991,1580000
United Arab Emirates,Sheep,Import Quantity,1992,1450000
United Arab Emirates,Sheep,Import Quantity,1993,1720000
United Arab Emirates,Sheep,Import Quantity,1994,1760000
United Arab Emirates,Sheep,Import Quantity,1995,1815000
United Arab Emirates,Sheep,Import Quantity,1996,1846000
United Arab Emirates,Sheep,Import Quantity,1997,1764000
United Arab Emirates,Sheep,Import Quantity,1998,1328000
United Kingdom,Sheep,Export Quantity,1992,1422429
United States of America,Cattle,Import Quantity,1961,1042721
United States of America,Cattle,Import Quantity,1962,1250029
United States of America,Cattle,Import Quantity,1965,1128448
United States of America,Cattle,Import Quantity,1966,1100350
United States of America,Cattle,Import Quantity,1968,1039215
United States of America,Cattle,Import Quantity,1969,1042725
United States of America,Cattle,Import Quantity,1970,1167663
United States of America,Cattle,Import Quantity,1972,1186492
United States of America,Cattle,Import Quantity,1973,1034950
United States of America,Cattle,Import Quantity,1977,1133279
United States of America,Cattle,Import Quantity,1978,1252388
United States of America,Cattle,Import Quantity,1982,1004744
United States of America,Cattle,Import Quantity,1986,1335389
United States of America,Cattle,Import Quantity,1987,1200484
United States of America,Cattle,Import Quantity,1988,1332565
United States of America,Cattle,Import Quantity,1989,1459415
United States of America,Cattle,Import Quantity,1990,2135000
